x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.0502934455871582,-0.0556471943855285,-0.0169094741540618,-0.0797025561332702,-0.1384669840335846,-0.0209913194375701,-0.0895902514457702,-0.2121471166610717,-0.0277624853151507,-0.0929104685783386,-0.2693209648132324,-0.0306468788730569,-0.0485148429870605,-0.1860499083995819,0.0187339283329777,-0.0461851954460144,-0.2360753118991851,-0.008235350829608,-0.0425776839256286,-0.1778506338596344,-0.0267939005243249,-0.0410377383232116,-0.1282734274864196,-0.0333158277171321,-0.017368197441101,-0.1798466444015503,0.0184618275416426,-0.0176378488540649,-0.2256346046924591,-0.0144769750731654,-0.0178812146186828,-0.1560350358486175,-0.0279380060928531,-0.0190610885620117,-0.1016132235527038,-0.0265224255817599,0.0110577940940856,-0.1667316555976867,0.012195251303666,0.0101069808006286,-0.2074652910232544,-0.0197241451787419,0.0046858191490173,-0.1402014791965484,-0.016921832804627,-1.8894672393798828e-05,-0.0864738225936889,-0.0030976774832822,0.0381821393966674,-0.1505961120128631,0.0043140956004492,0.0355948805809021,-0.1866644322872162,-0.0146174213113852,0.028466522693634,-0.1430307030677795,-0.0082169963243075,0.0244466066360473,-0.1055946350097656,0.0042499712472192,A
0.0,0.0,0.0,-0.050338327884674,-0.056232750415802,-0.016252504452126,-0.0795503258705139,-0.1391099691390991,-0.0198958905180859,-0.089242398738861,-0.2128607630729675,-0.0264097114792036,-0.0919767618179321,-0.270151138305664,-0.0290696060052084,-0.0484076142311096,-0.1870035827159881,0.0204014519462418,-0.0468860268592834,-0.2368048429489135,-0.0062469060299861,-0.0430807471275329,-0.1795014142990112,-0.0247428843518662,-0.0415595769882202,-0.130265861749649,-0.0311363616725373,-0.0173622965812683,-0.1809627413749694,0.0198800547281337,-0.0183539986610412,-0.2272148728370666,-0.0121660295640992,-0.0181666016578674,-0.158341497182846,-0.0254886651178765,-0.0192625522613525,-0.1041772961616516,-0.0240268463035988,0.0111432075500488,-0.1680976450443267,0.0133169416571092,0.0092819929122924,-0.2095191776752472,-0.0180386805674004,0.0043720006942749,-0.1424146592617035,-0.0153047896688747,-3.921985626220703e-05,-0.0887585282325744,-0.0015448312275054,0.0385816693305969,-0.1519930958747863,0.0051532222190928,0.0351009368896484,-0.1885841488838195,-0.0133538197493123,0.0281409621238708,-0.1449539065361023,-0.0068435857770907,0.0244601368904113,-0.1074267625808715,0.0056961525464487,A
0.0,0.0,0.0,-0.0504279136657714,-0.0584325790405273,-0.0135111140810977,-0.0798945426940918,-0.138516366481781,-0.0165889200546871,-0.0894206166267395,-0.2112337946891784,-0.0232932020702492,-0.0940891504287719,-0.2694572210311889,-0.0266221903988252,-0.0526450872421264,-0.1872974932193756,0.0236964288375247,-0.0514293909072876,-0.2324239611625671,-0.0022419924174528,-0.0451756119728088,-0.1763489842414856,-0.0211926375308166,-0.0421504974365234,-0.1249706149101257,-0.027726524768127,-0.0211399793624877,-0.1818533539772033,0.0219086433968414,-0.0214074850082397,-0.2252213954925537,-0.0079530042388569,-0.0186822414398193,-0.159184992313385,-0.0220789939888845,-0.0195447206497192,-0.1035347580909729,-0.021851484922422,0.0083305835723876,-0.170653760433197,0.0143260599321592,0.0065120458602905,-0.2067298591136932,-0.0155501852535735,0.0040191411972045,-0.1423443555831909,-0.0142975526654254,0.000137448310852,-0.0881934165954589,-0.0020639172547589,0.0362427830696105,-0.1557232439517974,0.0054332900068629,0.0323458313941955,-0.1912230253219604,-0.0119556815155874,0.0277254581451416,-0.1488129496574401,-0.0055423772686253,0.024733543395996,-0.1099783778190612,0.0066187905355263,A
0.0,0.0,0.0,-0.049174964427948,-0.0569136142730712,-0.015979589673492,-0.0776850581169128,-0.1400465369224548,-0.018949480506393,-0.0876224040985107,-0.2139680385589599,-0.0247968880113091,-0.093412697315216,-0.2716503143310547,-0.0267529504027095,-0.0493758916854858,-0.1862494051456451,0.0222927464518818,-0.0452522635459899,-0.2332733869552612,-0.0047835342239466,-0.039864182472229,-0.1763422489166259,-0.0236740482624497,-0.0380242466926574,-0.1255040168762207,-0.0295631287272897,-0.0186184048652648,-0.1802707016468048,0.0221731422815594,-0.0165761709213256,-0.225995123386383,-0.0088777046304073,-0.014946162700653,-0.1591258943080902,-0.0220561658616986,-0.0159545540809631,-0.1043899059295654,-0.0203539410259452,0.0095046162605285,-0.1685043573379516,0.0157613402579102,0.0098915696144104,-0.2056374549865722,-0.0143388647239532,0.0066075325012207,-0.1420958936214447,-0.0124928297128406,0.0031304955482482,-0.0900402665138244,0.0006709175530943,0.0365117192268371,-0.1543595492839813,0.0077631615448865,0.034468650817871,-0.1905877292156219,-0.0084108279671397,0.0296571254730224,-0.1499568819999694,-0.0017442309882369,0.0273399353027343,-0.1143041253089904,0.0106167404327663,A
0.0,0.0,0.0,-0.0479286909103393,-0.0584816932678222,-0.0122483848230388,-0.0758667588233947,-0.1375917494297027,-0.0153734488980319,-0.084903597831726,-0.2087808549404144,-0.0224147691027667,-0.0905503034591674,-0.2659034729003906,-0.0262676170663382,-0.0485638976097106,-0.1838734447956085,0.0216954247458431,-0.0458786487579345,-0.2293028235435485,-0.0041138553628172,-0.0419129729270935,-0.1764026582241058,-0.0228678426341559,-0.0398804545402526,-0.1269232630729675,-0.0296671046511676,-0.0189441442489624,-0.1767198145389557,0.0190404122127745,-0.0176592469215393,-0.2188845574855804,-0.0100686606587316,-0.0157075524330139,-0.1539573073387146,-0.0230797930256869,-0.0163878798484802,-0.1007707118988037,-0.0229685595826651,0.0094370245933532,-0.164762258529663,0.0106966345934722,0.0104321241378784,-0.2031056880950927,-0.0174345402614619,0.0065333247184753,-0.1401817202568054,-0.0148147009880688,0.0021641850471496,-0.0879256725311279,-0.0027613773112591,0.0367765426635742,-0.1490939855575561,0.0009362609722245,0.0365436673164367,-0.1861739456653595,-0.0144403447033312,0.0302264094352722,-0.1471844613552093,-0.0076789437429454,0.0251930952072143,-0.1111408472061157,0.0037490913542512,A
0.0,0.0,0.0,-0.0475233793258667,-0.0572478771209716,-0.0128380590057872,-0.0760351419448852,-0.1374715864658355,-0.0158893893412255,-0.0863942503929138,-0.208503246307373,-0.0225616077831887,-0.0928085446357727,-0.2649592161178589,-0.025856848706951,-0.0478870272636413,-0.183907926082611,0.0213968307771779,-0.0460315942764282,-0.228607952594757,-0.0051191573901974,-0.0403312444686889,-0.172101229429245,-0.0243028010181092,-0.0381868481636047,-0.1210094690322876,-0.0309381111464404,-0.0178622007369995,-0.1777980923652649,0.0191730895140267,-0.0179600715637207,-0.2196263670921325,-0.0108843472725652,-0.0152791142463684,-0.1537631452083587,-0.0243078469238184,-0.016170859336853,-0.0989829897880554,-0.0237098055831097,0.0104146003723144,-0.1661272943019867,0.0112835281589127,0.0097042918205261,-0.2012882232666015,-0.0178645680597924,0.0069714784622192,-0.1378182470798492,-0.0156346092871331,0.0028669834136962,-0.0845654010772705,-0.0030611461433522,0.0372282862663269,-0.1511451601982116,0.0020232485667861,0.035065472126007,-0.1864632368087768,-0.0142669658116005,0.0297744274139404,-0.1456721127033233,-0.0073948496892057,0.0257335305213928,-0.108132004737854,0.0047618179642654,A
0.0,0.0,0.0,-0.0474857091903686,-0.0590121746063232,-0.0099564406217496,-0.0758618712425232,-0.1367373168468475,-0.012749821612374,-0.0845125913619995,-0.2058751285076141,-0.0195853325666348,-0.0906757712364196,-0.262704461812973,-0.0237761090637604,-0.0446454286575317,-0.1844381093978881,0.0199832909612496,-0.0462651848793029,-0.2251658737659454,-0.0048928956629197,-0.0440903306007385,-0.1733764708042144,-0.0236519730777899,-0.0423578023910522,-0.1244660019874572,-0.0310496415139596,-0.0151439309120178,-0.1771262884140014,0.0162311264185746,-0.0184499621391296,-0.2153255939483642,-0.0110688234807412,-0.0181502103805542,-0.1535962522029876,-0.0236978612036864,-0.018892765045166,-0.1007856726646423,-0.0244066982658068,0.0133747458457946,-0.1651243567466735,0.0073187610006471,0.0088259577751159,-0.1992943882942199,-0.0183656445832411,0.0045027136802673,-0.1393402814865112,-0.0156327734829346,0.0012956261634826,-0.0874667167663574,-0.0048102575482289,0.0412321090698242,-0.1492035090923309,-0.0029481080954383,0.0348352193832397,-0.1813554167747497,-0.0176131620199839,0.0281878113746643,-0.1428539156913757,-0.0113762912468473,0.0246168971061706,-0.1068039536476135,-0.0009046675066883,A
0.0,0.0,0.0,-0.0477926731109619,-0.0581438541412353,-0.0108481523957664,-0.0759111046791076,-0.1387723088264465,-0.0139446621206218,-0.0843753814697265,-0.2078514397144317,-0.020599674378019,-0.0902544856071472,-0.2638243436813354,-0.0245551410507971,-0.0444470047950744,-0.1815555691719055,0.0164890662390178,-0.0458155274391174,-0.2224650084972381,-0.0083958748173529,-0.041778028011322,-0.16950723528862,-0.02670033270536,-0.0404719710350036,-0.1209828853607177,-0.0337096247267538,-0.0142160058021545,-0.1743579506874084,0.012991548571307,-0.0163272619247436,-0.2149143815040588,-0.0151272443499976,-0.0155760049819946,-0.1534587144851684,-0.0276138688814455,-0.0176246762275695,-0.0989846587181091,-0.0277326348614508,0.0146893858909606,-0.1622510850429535,0.004651110209096,0.0117189884185791,-0.1957230865955352,-0.0218553207260185,0.0074038505554199,-0.1354967057704925,-0.0192562471520716,0.0028197169303894,-0.0827888250350952,-0.0080573148470932,0.0425719022750854,-0.1468246877193451,-0.0049670594189876,0.0372383594512939,-0.1784878969192505,-0.0200765169602448,0.0306059718132019,-0.1394336521625518,-0.0135326599147731,0.0265569686889648,-0.1027378439903259,-0.0026422817636841,A
0.0,0.0,0.0,-0.0475288033485412,-0.0569721460342407,-0.0105815527939228,-0.0757035017013549,-0.1377438306808471,-0.0133484758415249,-0.0837337374687194,-0.206772893667221,-0.0197070872389701,-0.0893628001213073,-0.262721300125122,-0.0232796704375175,-0.0444278120994567,-0.1808454096317291,0.0167649762726398,-0.0460484027862548,-0.2220726907253265,-0.0081254828699854,-0.0420928597450256,-0.1689192056655883,-0.0259239075683979,-0.0405483245849609,-0.1203683018684387,-0.0323876420014528,-0.0143849849700927,-0.1735893487930297,0.0132064569762917,-0.0170974731445312,-0.2150079607963562,-0.0146275849991468,-0.016207993030548,-0.1533410549163818,-0.0265182441079048,-0.0173699855804443,-0.0992117524147033,-0.0260140838080076,0.0144089460372924,-0.1616227328777313,0.0047312599628241,0.0104162096977233,-0.1957356333732605,-0.0214923618339923,0.0064336061477661,-0.1355940401554107,-0.0187513099961904,0.0029473304748535,-0.0835062265396118,-0.0073321399257508,0.0426346659660339,-0.1464265882968902,-0.005013395843747,0.0361362695693969,-0.1791922450065612,-0.0197109019362358,0.0301239490509033,-0.141294777393341,-0.0132235612698821,0.0273902416229248,-0.105778157711029,-0.0023594296515909,A
0.0,0.0,0.0,-0.0470017194747924,-0.057327926158905,-0.0083170302991106,-0.0744573473930358,-0.1368744969367981,-0.0100279397178724,-0.0830833911895752,-0.2037394046783447,-0.0159219384972288,-0.0888099670410156,-0.2572949528694153,-0.0191457209024861,-0.0437807440757751,-0.1792032420635223,0.0195231705125138,-0.0433760285377502,-0.2213351130485534,-0.0049526354145541,-0.0414636135101318,-0.1685626804828643,-0.0225378529016211,-0.041882574558258,-0.1206696629524231,-0.0288198136572077,-0.014940857887268,-0.172184944152832,0.0149541149999663,-0.015828788280487,-0.2142166197299957,-0.0125620609928205,-0.0171402096748352,-0.1533254384994506,-0.0245434877310231,-0.0194448232650756,-0.1013286709785461,-0.0239921186898186,0.0132130980491638,-0.1599021852016449,0.0055990486558243,0.0105661749839782,-0.1962887346744537,-0.0199300006810858,0.0047271847724914,-0.1373349130153656,-0.0171697151694729,0.000209629535675,-0.0877387523651123,-0.0058176007900669,0.0409515500068664,-0.1436076164245605,-0.0048592991974487,0.0368884205818176,-0.179132342338562,-0.0184424587372973,0.0298109054565429,-0.1421020030975341,-0.0115961323339774,0.0260276794433593,-0.1077222824096679,-0.0006533654254212,A
0.0,0.0,0.0,-0.0446517467498779,-0.0544680953025817,-0.0072309565541672,-0.0730684399604797,-0.1325245797634124,-0.0083353849870491,-0.0826978683471679,-0.1997979581356048,-0.013928382172935,-0.0889235734939575,-0.2542176842689514,-0.0171184786406684,-0.0424983501434326,-0.18046435713768,0.0209038588407111,-0.0455310344696044,-0.2226195335388183,-0.0033219146819192,-0.0457686781883239,-0.1706688404083252,-0.0206894320247101,-0.0453598499298095,-0.1235370337963104,-0.0271159135547804,-0.0156016945838928,-0.1734471917152404,0.0156440301987004,-0.019970417022705,-0.2170779705047607,-0.0105876386908221,-0.0239858627319335,-0.1575885415077209,-0.02194364599859,-0.0260687470436096,-0.1085430383682251,-0.0215453044322657,0.0111170411109924,-0.1609865725040435,0.0054473155366849,0.0046551823616027,-0.1986640095710754,-0.019522048979752,-0.0031681656837463,-0.140263557434082,-0.0167581592497754,-0.0068873167037963,-0.0932883024215698,-0.0059910076481628,0.0375331044197082,-0.1436212360858917,-0.0057896938917565,0.0297088623046875,-0.178360104560852,-0.0195218906549143,0.0201566219329834,-0.1393370330333709,-0.0131747596708464,0.0164108872413635,-0.104655921459198,-0.002903684722014,A
0.0,0.0,0.0,-0.046096920967102,-0.0560539960861206,-0.0072396311109628,-0.073424220085144,-0.1361405253410339,-0.0085519265515472,-0.0824463367462158,-0.2040721476078033,-0.0140820007903244,-0.0876386761665344,-0.2581275105476379,-0.0168803364170457,-0.0449239611625671,-0.1808059513568878,0.0188310786949728,-0.0465528964996337,-0.2239127159118652,-0.005371065544125,-0.046388030052185,-0.17043536901474,-0.0224534563852216,-0.0465846061706543,-0.1249008774757385,-0.028781946016636,-0.0171831846237182,-0.1746968924999237,0.0135129818560812,-0.019501507282257,-0.217854768037796,-0.0134808106479908,-0.0219116806983947,-0.1579484939575195,-0.0246318757666017,-0.0236214995384216,-0.1091384291648864,-0.0240002025050785,0.0102537870407104,-0.1632941365242004,0.0035512049550447,0.0062087774276733,-0.201643019914627,-0.0206842918080951,-0.0007097125053405,-0.1438226103782653,-0.0169627491516735,-0.0044769644737243,-0.096442699432373,-0.0058843723630275,0.0377331376075744,-0.1471717059612274,-0.0076184852180745,0.0321657061576843,-0.1814113855361938,-0.0206762973351146,0.0227257013320922,-0.1432074606418609,-0.0139920201284553,0.0182549357414245,-0.1086425185203552,-0.0036522429102774,A
